133, 111
133, 111
133, 111
131, 112
131, 112
131, 112
122, 106
122, 106
122, 106
122, 106
119, 103
119, 103
119, 103
119, 103
117, 103
117, 103
117, 103
117, 103
141, 114
141, 114
141, 114
141, 114
141, 114
149, 119
149, 119
149, 119
149, 119
149, 119
142, 114
142, 114
142, 114
136, 111
136, 111
136, 111
136, 111
136, 111
142, 114
142, 114
142, 114
142, 114
142, 114
145, 116
145, 116
145, 116
145, 116
145, 116
137, 109
137, 109
137, 109
137, 109
137, 109
147, 115
147, 115
147, 115
163, 127
163, 127
163, 127
171, 132
171, 132
174, 135
174, 135
176, 136
176, 136
176, 136
176, 136
158, 123
158, 123
158, 123
158, 123
160, 125
160, 125
160, 125
160, 125
160, 125
148, 117
148, 117
148, 117
148, 117
148, 117
138, 112
138, 112
138, 112
138, 112
138, 112
135, 111
135, 111
135, 111
135, 111
135, 111
135, 111
135, 111
135, 111
135, 111
135, 111
135, 111
113, 88
113, 88
113, 88
113, 88
113, 88
117, 93
117, 93
117, 93
117, 93
117, 93
117, 93
118, 89
118, 89
118, 89
118, 89
121, 89
121, 89
121, 89
122, 89
122, 89
122, 89
120, 87
120, 87
120, 87
115, 82
115, 82
115, 82
107, 73
89, 47
89, 47
77, 29
77, 29
71, 23
71, 23
68, 21
68, 21
68, 21
75, 29
75, 29
74, 36
74, 36
74, 36
74, 36
64, 24
64, 24
64, 24
61, 18
61, 18
61, 18
61, 18
56, 14
56, 14
56, 14
56, 14
54, 11
54, 11
54, 11
54, 11
54, 11
49, 26
49, 26
49, 26
49, 26
49, 26
42, 29
42, 29
42, 29
42, 29
39, 33
39, 33
39, 33
39, 33
39, 33
31, 24
31, 24
31, 24
31, 24
27, 21
27, 21
27, 21
25, 19
25, 19
25, 19
25, 19
25, 19
24, 21
24, 21
24, 21
24, 21
24, 21
23, 30
23, 30
23, 30
23, 30
21, 38
21, 38
21, 38
21, 38
21, 48
21, 48
21, 48
16, 48
14, 54
14, 54
14, 54
14, 54
-6, 36
-6, 36
-6, 36
-19, 22
-19, 22
-19, 22
-19, 22
-23, 20
-23, 20
-23, 20
-23, 20
-23, 20
-23, 20
-23, 20
-23, 20
-23, 20
-21, 21
-21, 21
-21, 21
-21, 21
-15, 14
-15, 14
-15, 14
-15, 14
-6, 14
-6, 14
-6, 14
11, 25
11, 25
11, 25
11, 25
11, 25
13, 25
13, 25
13, 25
13, 25
23, 30
23, 30
23, 30
23, 30
23, 30
30, 33
30, 33
30, 33
30, 33
34, 21
34, 21
34, 21
34, 21
44, 23
44, 23
44, 23
44, 23
44, 23
57, 35
57, 35
57, 35
57, 35
57, 35
71, 43
71, 43
71, 43
88, 39
88, 39
88, 39
105, 41
105, 41
105, 41
105, 41
113, 40
120, 39
120, 39
120, 39
126, 31
126, 31
126, 31
126, 31
126, 31
132, 28
132, 28
132, 28
132, 28
132, 28
135, 29
135, 29
135, 29
135, 29
135, 29
142, 38
142, 38
142, 38
142, 38
142, 38
142, 38
145, 45
145, 45
145, 45
145, 44
145, 44
145, 44
145, 44
145, 44
139, 37
139, 37
139, 37
139, 37
139, 37
139, 37
129, 34
129, 34
129, 34
129, 34
129, 34
120, 34
120, 34
120, 34
120, 34
111, 32
111, 32
111, 32
111, 32
111, 32
103, 29
103, 29
103, 29
103, 29
96, 21
96, 21
96, 21
96, 21
91, 28
91, 28
91, 28
91, 28
91, 28
85, 23
85, 23
85, 23
85, 23
85, 23
78, 23
78, 23
78, 23
78, 23
69, 25
69, 25
69, 25
69, 25
69, 25
64, 29
64, 29
57, 29
57, 29
53, 30
53, 30
53, 30
53, 30
53, 30
44, 23
44, 23
44, 23
41, 37
41, 37
41, 37
29, 32
29, 32
29, 32
26, 36
22, 38
14, 40
14, 40
12, 49
12, 49
12, 49
13, 68
13, 68
13, 68
13, 68
-1, 54
-1, 54
8, 68
8, 68
8, 71
9, 74
17, 83
17, 83
18, 85
18, 85
18, 85
18, 85
19, 57
19, 57
20, 59
20, 59
19, 47
19, 47
19, 47
18, 41
18, 41
18, 41
19, 34
19, 34
19, 34
19, 34
19, 34
21, 26
21, 26
21, 26
21, 26
21, 26
24, 21
24, 21
24, 21
24, 21
27, 16
27, 16
27, 16
27, 16
27, 16
40, 24
40, 24
40, 24
40, 24
40, 24
49, 33
49, 33
49, 33
49, 33
55, 34
55, 34
55, 34
55, 34
65, 39
65, 39
65, 39
65, 39
65, 39
75, 36
75, 36
75, 36
75, 36
75, 36
86, 34
86, 34
86, 34
86, 34
86, 34
96, 29
96, 29
96, 29
96, 29
107, 33
107, 33
107, 33
118, 38
118, 38
118, 38
118, 38
124, 32
124, 32
124, 32
124, 32
124, 32
127, 32
127, 32
127, 32
131, 26
131, 26
131, 26
134, 19
134, 19
134, 19
134, 19
134, 19
140, 20
140, 20
140, 20
142, 7
142, 7
