120, 99
120, 108
120, 110
120, 110
118, 111
117, 111
119, 113
120, 114
151, 136
164, 146
174, 152
191, 151
200, 149
204, 146
170, 103
143, 74
177, 105
164, 96
165, 97
183, 111
188, 120
192, 123
194, 128
196, 130
196, 130
196, 132
195, 131
195, 130
191, 123
190, 99
191, 88
191, 81
193, 78
193, 76
194, 54
194, 57
194, 60
195, 51
195, 47
195, 45
195, 44
195, 44
195, 44
195, 74
196, 77
196, 78
196, 78
196, 77
196, 75
196, 76
196, 81
195, 85
195, 88
195, 92
195, 124
194, 115
190, 104
175, 87
161, 76
163, 81
173, 87
182, 100
192, 120
87, 14
77, 19
69, 12
60, 15
57, 17
47, 10
40, 7
35, 6
33, 5
31, 15
30, 22
29, 25
29, 28
29, 28
30, 23
33, 11
36, 2
51, 4
66, 2
83, 9
98, 20
103, 16
106, 5
107, 2
108, -6
107, -9
106, -8
103, 2
102, 7
99, 12
98, 24
96, 46
96, 67
95, 75
95, 87
95, 85
71, 69
84, 91
85, 108
88, 117
89, 124
90, 117
85, 120
83, 103
73, 78
72, 71
64, 50
62, 31
62, 20
84, 36
90, 25
94, 14
96, 10
98, 8
99, 7
100, 9
100, 11
99, 16
93, 26
86, 30
75, 28
70, 34
56, 37
48, 42
43, 43
42, 55
34, 68
30, 68
28, 72
27, 72
27, 68
36, 61
34, 49
42, 42
47, 34
49, 29
51, 25
53, 12
64, 21
70, 27
59, 38
54, 55
44, 59
40, 67
37, 69
35, 60
34, 46
34, 21
39, 21
44, 24
48, 26
56, 21
59, 18
61, 19
62, 25
54, 23
46, 23
44, 36
43, 46
26, 42
25, 51
23, 53
23, 57
24, 57
26, 58
27, 38
39, 25
48, 20
52, 20
54, 20
54, 22
54, 22
51, 30
43, 27
34, 32
26, 48
27, 60
25, 63
24, 63
23, 63
23, 65
27, 58
30, 60
31, 47
31, 30
32, 15
34, 7
35, 6
39, 6
40, 9
40, 8
39, 13
38, 17
37, 18
36, 18
35, 17
34, 16
34, 16
34, 15
34, 14
35, 14
37, 21
39, 23
41, 25
42, 25
42, 24
42, 20
